,Close,High,Low,Open,Volume,TP,MA,EMA,STD,RSI,ROC,ATR,CCI,%K,%D,plus_di,minus_di,ADMI,AO,WIL_R,OBV
2013-11-22,6674.2998046875,6711.0,6661.0,6681.2998046875,495703600,6682.099934895833,6699.785679408482,6691.465070657146,26.970885114601135,50.135018915070205,-0.013203071098141166,58.69287109375,-51.17371379345763,36.501049271421394,39.13868476119233,19.189269179863352,21.4809539763144,17.69880625671394,38.33403320312482,-63.498950728578606,17223930800
2013-11-25,6694.60009765625,6709.10009765625,6674.2998046875,6674.2998046875,465826500,6692.666666666667,6696.05712890625,6691.883074257026,24.18867717040207,53.06737217332943,-0.00773695804564751,56.50718470982143,-11.332758434430893,48.78934767830225,41.93600530865015,18.507827119840094,20.71813047367444,16.837091255689167,22.88345588235279,-51.21065232169775,17689757300
2013-11-26,6636.2001953125,6697.0,6636.2001953125,6694.60009765625,985378000,6656.466796875,6688.521414620535,6684.458690397756,21.460375844226657,44.889188141527455,-0.01564887149288455,58.521449497767854,-121.3956282787783,13.438358998610823,32.909585316111496,16.594315595140465,23.226359303242464,16.093151719462373,1.7499569163601336,-86.56164100138918,16704379300
2013-11-27,6649.5,6664.10009765625,6635.7001953125,6636.2001953125,580621900,6649.766764322917,6685.1142578125,6679.797531678055,22.133362914187604,46.896301456927176,-0.007122408457475452,53.464285714285715,-131.6658417117136,27.14071330979028,29.789473328901124,16.86653866161953,23.674178646542344,16.13396832106337,-11.011239085478337,-72.85928669020973,17285001200
2013-11-28,6654.5,6679.5,6642.60009765625,6649.5,462672900,6658.86669921875,6681.264264787947,6676.424527454314,23.070272087085787,47.66793724404735,-0.008034688320372596,51.09999302455357,-76.7322568388155,30.96334898722553,23.84747376520889,18.53905341696282,23.000282171267113,16.15009884821384,-21.29178251378653,-69.03665101277447,17747674100
2013-11-29,6650.60009765625,6681.60009765625,6648.5,6654.5,535923900,6660.2333984375,6675.707135881697,6672.981270147905,20.451440756149456,47.09314134135741,-0.011562898433013688,50.407156808035715,-57.46226660078603,30.99074292282186,29.698268406612566,17.749040353693402,21.650958044311842,15.759379221674276,-30.234662224264866,-69.00925707717815,17211750200
2013-12-02,6595.2998046875,6657.39990234375,6595.2001953125,6650.60009765625,559055100,6615.966634114583,6666.31427873884,6662.623741419851,23.2005258357755,39.76994499432048,-0.019548671555286303,52.342843191964285,-175.64609933263552,0.07276073488342233,20.67561754831028,15.871759901075055,26.63442670375603,15.419748628804523,-51.453535730698604,-99.92723926511657,16652695100
2013-12-03,6532.39990234375,6595.5,6531.2998046875,6595.2998046875,685375800,6553.066569010417,6659.342843191965,6645.260562876371,38.21819620223108,33.406636339763736,-0.014720980038650076,48.87144252232143,-266.14565682891964,0.5478565992038693,10.537120085636394,15.784926057336367,35.82813983902015,16.195872120909446,-71.06064740349302,-99.45214340079613,15967319300
2013-12-04,6510.0,6544.7001953125,6479.7001953125,6532.39990234375,780322600,6511.466796875,6648.192836216518,6627.225821159522,54.69654375696376,31.47521283767925,-0.02341700475081879,48.785714285714285,-227.93099773551282,12.004681620769372,4.208432984952231,14.68318794115874,40.88229638268785,17.85528354062809,-97.01358283547779,-87.99531837923062,15186996700
2013-12-05,6498.2998046875,6518.89990234375,6487.2001953125,6510.0,558155700,6501.466634114583,6634.257114955357,6610.0356856299195,66.02633518334294,30.483819903252197,-0.02914813106982209,48.3642578125,-165.1936830128466,7.369103237476181,6.64054715248315,13.75320175199794,38.292942410686734,19.947761187924325,-124.59773092830892,-92.63089676252382,14628841000
2013-12-06,6552.0,6555.7001953125,6496.2998046875,6498.2998046875,564649300,6534.666666666667,6622.007114955357,6602.297594212597,68.10273764329959,39.84846448655773,-0.025507548152004164,48.285714285714285,-97.6377137593859,29.655398936915933,16.343061265053837,18.23543418131156,35.61557184216988,21.81488082402738,-141.31186236213216,-70.34460106308407,15193490300
2013-12-09,6559.5,6568.39990234375,6534.7001953125,6552.0,506215400,6554.200032552083,6612.1142578125,6596.591248317584,67.27562728443692,41.043031789792835,-0.02067781427291729,47.43568638392857,-63.19554864813248,34.44104686620824,23.821849680200128,19.14865341575205,33.66423182002209,22.53755922990531,-144.4659352022063,-65.55895313379176,15699705700
2013-12-10,6523.2998046875,6571.89990234375,6519.0,6559.5,553693100,6538.066569010417,6600.842808314732,6586.819055833573,67.2411427028616,37.20266832649815,-0.023618908662078993,47.664271763392854,-66.17334356369443,18.84982541766765,27.64875707359728,18.220121808224143,33.462525588145304,22.901183812364657,-141.83889016544163,-81.15017458233235,15146012600
2013-12-11,6507.7001953125,6555.60009765625,6507.7001953125,6523.2998046875,524482100,6523.666829427083,6588.442836216518,6576.269874430763,67.5042166362096,35.65444342020295,-0.02598290968071888,47.21425083705357,-67.2149395028841,12.105500926742973,21.798791070206295,17.079944341926893,33.078012839860946,23.384238739107353,-136.25473345588216,-87.89449907325702,14621530500
2013-12-12,6445.2998046875,6507.7001953125,6436.0,6507.7001953125,663531400,6463.0,6572.085693359375,6558.807198464994,70.85580674909885,30.23422203113566,-0.034310715236251225,48.76426478794643,-111.46045343982045,3.4052732925806666,11.45353321233044,15.35582624638149,40.2414357101837,24.057815434978938,-138.7370863970582,-96.59472670741933,13957999100
2013-12-13,6440.0,6462.7998046875,6433.5,6445.2998046875,694450900,6445.433268229167,6553.899972098215,6542.966238669661,71.2685222626465,29.819590543299,-0.038030665602473306,48.371372767857146,-117.19919546161732,2.4667931688804554,5.992522462734708,14.374798760545998,38.03972539002006,25.538563322593838,-152.73120978860334,-97.53320683111954,13263548200
2013-12-16,6522.2001953125,6531.2001953125,6422.2001953125,6440.0,653797800,6491.866861979167,6545.757114955357,6540.197432888706,68.2061507826154,42.899409906664886,-0.01717850526578813,51.814243861607146,-64.26045790572371,38.55051566961756,14.807527377026238,21.89044075374573,34.53327718655261,26.823315094808553,-152.7647001378682,-61.44948433038244,13917346000
2013-12-17,6486.2001953125,6522.2001953125,6482.60009765625,6522.2001953125,584054600,6497.000162760417,6534.092843191965,6532.997801211878,63.44600859716227,39.433146110007335,-0.024558208088954057,52.6142578125,-49.989127663965824,24.67233002855524,21.89654628901776,20.017762780904206,31.579032991801892,26.50786070775762,-151.61109260110334,-75.32766997144475,13333291400
2013-12-18,6492.10009765625,6524.5,6486.2001953125,6486.2001953125,529477900,6500.933430989583,6522.49285016741,6527.544774071128,54.590612191940274,40.28472083998997,-0.02440452360714554,52.71425083705357,-34.85993279360667,26.94677280607472,30.056539501415845,18.864290219916843,29.267764569325465,26.21089534304269,-147.6928825827199,-73.05322719392528,13862769300
2013-12-19,6584.7001953125,6584.7001953125,6492.10009765625,6492.10009765625,648648400,6553.83349609375,6517.785714285715,6535.165496903311,41.47310926728911,51.751103697457395,-0.009908865572442688,56.96425083705357,72.77660050507448,69.09022211426876,40.236441649632916,23.75855954557022,25.149567322529865,25.786810206404105,-115.40103975183865,-30.90977788573125,14511417700
2013-12-20,6606.60009765625,6616.7998046875,6576.7998046875,6584.7001953125,1096668200,6600.066569010417,6518.592878069197,6544.690110337036,38.981489591318876,54.00071492314543,0.0017133857903955335,55.37855747767857,170.345393439529,94.75861895920109,63.598537959848194,26.83350611443415,24.021857440902814,24.161743756973827,-77.46337316176505,-5.241381040798916,15608085900
2013-12-23,6678.60009765625,6678.60009765625,6606.2001953125,6606.60009765625,351999300,6654.466796875,6529.035749162947,6562.544775312931,51.8861954914547,60.51835441056578,0.022380778503784657,55.96425083705357,211.56695696371722,100.0,87.94961369115663,32.543786120306855,22.072567112826675,22.900423371592375,-44.17751895680158,-0.0,15960085200
2013-12-24,6694.2001953125,6712.10009765625,6672.2001953125,6678.60009765625,101669600,6692.83349609375,6542.192905970982,6580.098831312874,66.97770873206858,61.781891362114294,0.02829496087749616,54.17138671875,196.12700310383545,93.8254886603842,96.19470253986178,35.636567537868565,21.17429228324066,22.66619400970591,-1.180460133271481,-6.174511339615809,16061754800
2013-12-27,6750.89990234375,6754.10009765625,6694.2001953125,6694.2001953125,291262200,6733.066731770833,6560.235770089285,6602.872307450324,82.39452304424823,66.03635812846403,0.03887172110373221,56.18568638392857,176.6063734402973,99.03579504245062,97.62042790094495,37.244195559897804,18.956950775199484,22.901661906467233,49.000097656249636,-0.9642049575493835,16353017000
2013-12-30,6731.2998046875,6768.39990234375,6718.2001953125,6750.89990234375,295360600,6739.299967447917,6573.042898995535,6619.995973748614,94.57536602519146,63.408595207240005,0.027365660056089744,55.528494698660715,136.84400978140178,89.28361379205295,94.0482991649626,36.83264602146682,17.81121675831269,23.60162356619373,77.64649299172834,-10.71638620794706,16057656400
2013-12-31,6749.10009765625,6757.0,6731.2998046875,6731.2998046875,153445200,6745.799967447917,6586.58576311384,6637.2098569363,104.55521786714057,64.77933255621689,0.02890465700987118,54.957101004464285,112.55785987860855,94.42523945124024,94.24821609524794,34.5573411671617,16.710944246594416,24.402208909792606,105.53766371783149,-5.5747605487597625,16211101600
2014-01-02,6717.89990234375,6759.39990234375,6707.5,6749.10009765625,459529100,6728.2666015625,6600.485770089285,6647.9685296572925,109.8939375396255,60.50120219923292,0.02983154285142845,54.885672433035715,84.10194066109811,85.41304369288747,89.7072989787269,32.44304527411505,18.634821784270915,25.105935372399045,113.65938648897009,-14.586956307112523,15751572500
2014-01-03,6730.7001953125,6747.2998046875,6699.2998046875,6717.89990234375,374841500,6725.7666015625,6616.414341517857,6658.99941841132,112.44875332322941,61.621047275097055,0.034267097946618225,54.892822265625,69.55461921741677,89.11041625236066,89.64956646549614,30.121760988127065,18.368549010808085,25.22936864761449,117.99761603860316,-10.889583747639337,16126414000
2014-01-06,6730.7001953125,6752.0,6714.60009765625,6730.7001953125,524387000,6732.433430989583,6636.800083705357,6668.559521998144,108.23391864672476,61.62104727509705,0.04428039024925352,52.442801339285715,63.765121491068115,89.11041625236066,87.87795873253629,29.917097569970103,17.853355204760433,25.163755923924406,112.05767176010977,-10.889583747639337,16126414000
2014-01-07,6755.5,6768.89990234375,6718.10009765625,6730.7001953125,672375600,6747.5,6659.335797991072,6680.151585731725,98.67658170999039,63.919543567854696,0.04899068322981366,53.978515625,66.17821318867769,96.13501192184677,91.45194814218938,29.226129848638738,16.10646031617553,25.188983907103623,115.0712373621318,-3.8649880781532335,16798789600
2014-01-08,6721.7998046875,6755.5,6713.39990234375,6755.5,720025300,6730.233235677083,6673.592912946428,6685.704681592496,89.53169744698512,58.76883900717558,0.03060310990123426,49.199951171875,48.567493051157754,83.54867978074229,89.59803598498326,29.77439130684308,17.090981228690403,25.44740080086773,109.6611845128682,-16.451320219257703,16078764300
2014-01-09,6691.2998046875,6746.39990234375,6679.2998046875,6721.7998046875,782896500,6705.66650390625,6688.242885044643,6686.450698005164,75.78694649779354,54.48930622089507,0.031620918750430035,51.164236886160715,18.876544937883498,72.55034380079071,84.07801183445993,26.58620682253397,20.021505249298215,25.496619677630804,104.53822954963198,-27.449656199209283,15295867800
2014-01-10,6739.89990234375,6769.89990234375,6691.2998046875,6691.2998046875,811611800,6733.699869791667,6705.94287109375,6693.577258583642,56.711595119006276,59.54461379686484,0.038169436847863704,54.04282924107143,42.42076645163707,89.20085633834505,81.76662663995937,26.47823042118691,17.601126562009554,24.712392052166763,104.64876493566135,-10.799143661654954,16107479600
2014-01-13,6757.2001953125,6765.60009765625,6731.0,6739.89990234375,598026900,6751.266764322917,6718.264299665178,6702.060316814156,40.40809603570577,61.19695938627636,0.026197092484605278,49.899972098214285,73.36378838886871,93.42325188573567,85.05815067495715,26.628214577537264,17.700826960269797,24.38571505523659,107.71640050551468,-6.576748114264329,16705506500
2014-01-14,6766.89990234375,6772.60009765625,6694.10009765625,6757.2001953125,568346600,6744.533365885417,6729.714285714285,6710.705594884769,25.09584261987364,62.130858234066274,0.024263585250811195,52.649972098214285,55.102087195317175,96.57439984506452,93.06616935638175,24.384374793679722,20.58407043117925,24.02274015326995,107.27284869025698,-3.4256001549354878,17273853100
2014-01-15,6819.89990234375,6825.2001953125,6766.89990234375,6766.89990234375,693715800,6804.0,6739.80712890625,6725.264835879299,24.15613214500613,66.82870118025176,0.021157099185664215,51.642857142857146,267.5723947665783,96.53575622957516,95.51113598679179,30.359455412271352,19.486527712719223,22.978649804011667,123.20757984834563,-3.4642437704248366,17967568900
2014-01-16,6815.39990234375,6831.7001953125,6811.2001953125,6819.89990234375,714152700,6819.433430989583,6748.464250837053,6737.282844741226,29.197286778509604,66.07915424233434,0.01810518112621102,50.257149832589285,238.1226749247324,89.30429712030143,94.13815106498038,29.892032862405188,18.593544272582566,22.90299314797146,142.75701976102937,-10.695702879698574,17253416200
2014-01-17,6829.2998046875,6840.5,6800.0,6815.39990234375,999744600,6823.2666015625,6754.064243861607,6749.551772734062,35.04644383184785,67.29920539102616,0.011613252081627138,48.87144252232143,169.9514441576013,93.05199643785326,92.96401659590997,29.83005481927843,19.391956693786156,22.920852473628422,155.34877068014703,-6.948003562146739,18253160800
2014-01-20,6836.7001953125,6837.5,6810.60009765625,6829.2998046875,424810700,6828.266764322917,6761.592843191965,6761.171562411187,39.8616063766653,67.95994776610473,0.015658252296473548,47.20717075892857,129.29730325828538,97.64280391836141,93.33303249217204,28.675866724423503,18.641640756135068,22.798374382081185,165.88994140624982,-2.3571960816385875,18677971500
2014-01-21,6834.2998046875,6867.39990234375,6822.2998046875,6836.7001953125,618281400,6841.333170572917,6767.67853655134,6770.921994714695,44.942778296062556,67.48364364557229,0.012623861818383339,48.59287806919643,118.82122943076563,82.4029343585244,91.03257823824636,30.263363744248096,16.816468631635782,22.72217402089973,173.9669893152568,-17.59706564147559,18059690100
2014-01-22,6826.2998046875,6864.89990234375,6821.7998046875,6834.2998046875,548735700,6837.66650390625,6775.42138671875,6778.305702711069,47.25734005992793,65.827747685725,0.01613598057719367,47.964320591517854,92.31686902908075,78.14987968195541,86.06520598628042,28.469958856210663,15.894385948090099,23.138196484309137,168.45285213694842,-21.850120318044592,17510954400
2014-01-23,6773.2998046875,6837.2001953125,6760.60009765625,6826.2998046875,668664300,6790.36669921875,6778.464215959822,6777.63824964126,45.52065003862549,56.02040533152631,0.006329149737596081,50.00718470982143,18.545883764607478,49.97339244968577,70.17540216338854,25.356426480460343,22.897702901080198,23.391565089708305,152.94754136029405,-50.026607550314225,16842290100
2014-01-24,6663.7001953125,6784.39990234375,6654.89990234375,6773.2998046875,844748200,6701.0,6773.678501674107,6762.4465090640915,48.38937817309455,42.06406865339555,-0.00995438781341965,56.585763113839285,-107.59782856484853,4.141314338235294,44.08819548995884,20.80791631748491,32.13284921159966,22.167838183898144,115.3070255055145,-95.85868566176471,15997541900
2014-01-27,6550.7001953125,6665.39990234375,6539.2998046875,6663.7001953125,985294600,6585.13330078125,6759.049944196428,6734.213667230546,68.8593064570354,32.9496311929874,-0.030316009871586114,61.96435546875,-204.74542616204917,3.4746684644221513,19.196458417447747,17.644491612548357,40.573341188128694,22.204200551375596,56.56583754595613,-96.52533153557785,15012247300
2014-01-28,6572.2998046875,6590.7001953125,6550.7001953125,6550.7001953125,675704400,6571.2333984375,6748.371372767857,6712.625152224807,84.76539243631191,35.81262459178262,-0.02224106702727817,61.81434849330357,-173.70117849968665,10.057906180379762,5.891296327679079,16.423930803466945,37.76667317891842,23.431370596850385,3.568784466911893,-89.94209381962024,15687951700
2014-01-29,6544.2998046875,6645.2001953125,6482.7001953125,6572.2998046875,990211400,6557.400065104167,6737.871372767857,6690.1817725531655,98.17343783297035,33.797943682155505,-0.021968825832168082,68.62862723214286,-149.92487609432774,16.012387909096102,9.848320851299347,19.40886179718649,38.664404315554414,24.539113931497493,-52.384150965073786,-83.9876120909039,14697740300
2014-01-30,6538.5,6573.89990234375,6503.2998046875,6544.2998046875,755894300,6538.566569010417,6723.48566545759,6669.957536212743,111.33781960639094,33.37906876217373,-0.02988173493106547,68.05719866071429,-125.5773803506919,14.504769218076701,13.52502110251753,18.173836939696177,36.204110614216006,25.154700554061957,-99.79117647058865,-85.4952307819233,13941846000
2014-01-31,6510.39990234375,6548.5,6421.2998046875,6538.5,751205000,6493.39990234375,6705.857073102678,6648.6831850302115,126.3062511134307,31.351693124464816,-0.03652404632616279,74.67149135044643,-122.19498054096492,19.973117720522804,16.830091615898546,15.38088012549314,38.484140725117925,25.77597843975147,-130.53063821231626,-80.02688227947719,13190641000
2014-02-03,6465.7001953125,6538.2998046875,6460.0,6510.39990234375,829888700,6488.0,6684.342808314732,6624.28545306785,137.9894630037266,28.396990029648748,-0.04451073776441232,74.65719168526786,-100.19994328236064,9.953010738682572,14.810299225760701,14.284981417475883,35.74211817792257,26.998481907955792,-148.13064970128653,-90.04698926131744,12360752300
2014-02-04,6449.2998046875,6478.2001953125,6416.7001953125,6465.7001953125,922887700,6448.066731770833,6657.871372767857,6600.954033283802,147.36526439469685,27.377504863182153,-0.05434098783896935,74.8857421875,-99.93077158288105,7.233110842190907,12.386413100465438,13.224142101953468,37.2178997684948,28.157520619909846,-173.00417336856663,-92.76688915780909,11437864600
2014-02-05,6457.89990234375,6483.7001953125,6423.7998046875,6449.2998046875,810173800,6455.13330078125,6632.335658482143,6581.880149158462,150.10223087724953,28.82060597908915,-0.05245473561676978,77.70005580357143,-84.17594032092087,9.141276639080075,8.775799406651194,12.340399345282673,33.30772622141831,29.53557163756094,-188.39296875000036,-90.85872336091992,12248038400
2014-02-06,6558.2998046875,6566.0,6457.89990234375,6457.89990234375,815148900,6527.39990234375,6612.978515625,6578.736103229,143.48212322807942,43.048624058860085,-0.039681959754350044,82.52863420758929,-44.142758330710585,31.4177282935713,15.930705258280772,17.91155536208164,29.119034813399985,30.59401415912199,-186.5535845588238,-68.5822717064287,13063187300
2014-02-07,6571.7001953125,6596.2998046875,6540.7998046875,6558.2998046875,708467800,6569.599934895833,6594.049944196428,6577.797982173467,131.4686764915079,44.63922464216866,-0.03876138962210073,84.57149832589286,-14.834795662173573,34.39096977031157,24.983324900987657,18.789503993760587,26.385961548691856,30.075094431900947,-176.63470530790437,-65.60903022968843,13771655100
